id,ball1,ball2,ball3,ball4,team_code,team_name,team_sequence
882,6,7,9,10,CHI,Chicago,120
883,6,7,9,11,WPG,Winnipeg,56
884,6,7,9,12,TOR,Toronto,72
885,6,7,9,13,CGY,Calgary,85
886,6,7,9,14,SEA,Seattle,67
887,6,7,10,11,VAN,Vancouver,164
888,6,7,10,12,VAN,Vancouver,165
889,6,7,10,13,CHI,Chicago,121
890,6,7,10,14,FLA,Florida,58
891,6,7,11,12,NJD,New Jersey,22
892,6,7,11,13,VAN,Vancouver,166
893,6,7,11,14,SEA,Seattle,68
894,6,7,12,13,TOR,Toronto,73
895,6,7,12,14,CBJ,Columbus,14
896,6,7,13,14,CHI,Chicago,122
897,6,8,9,10,NYR,NY Rangers,106
898,6,8,9,11,SJS,San Jose,44
899,6,8,9,12,SEA,Seattle,69
900,6,8,9,13,TOR,Toronto,74
901,6,8,9,14,NYR,NY Rangers,107
902,6,8,10,11,WPG,Winnipeg,57
903,6,8,10,12,CGY,Calgary,86
904,6,8,10,13,SJS,San Jose,45
905,6,8,10,14,VAN,Vancouver,167
906,6,8,11,12,CGY,Calgary,87
907,6,8,11,13,CHI,Chicago,123
908,6,8,11,14,STL,St. Louis,25
909,6,8,12,13,CGY,Calgary,88
910,6,8,12,14,CGY,Calgary,89
911,6,8,13,14,TOR,Toronto,75
912,6,9,10,11,NYR,NY Rangers,108
913,6,9,10,12,CHI,Chicago,124
914,6,9,10,13,CHI,Chicago,125
915,6,9,10,14,CGY,Calgary,90
916,6,9,11,12,CHI,Chicago,126
917,6,9,11,13,WPG,Winnipeg,58
918,6,9,11,14,TOR,Toronto,76
919,6,9,12,13,NYR,NY Rangers,109
920,6,9,12,14,VAN,Vancouver,168
921,6,9,13,14,CHI,Chicago,127
922,6,10,11,12,NJD,New Jersey,23
923,6,10,11,13,NYR,NY Rangers,110
924,6,10,11,14,WPG,Winnipeg,59
925,6,10,12,13,STL,St. Louis,26
926,6,10,12,14,VAN,Vancouver,169
927,6,10,13,14,SEA,Seattle,70
928,6,11,12,13,VAN,Vancouver,170
929,6,11,12,14,CHI,Chicago,128
930,6,11,13,14,NYI,NY Islanders,18
931,6,12,13,14,TOR,Toronto,77
932,7,8,9,10,VAN,Vancouver,171
933,7,8,9,11,CGY,Calgary,91
934,7,8,9,12,SEA,Seattle,71
935,7,8,9,13,STL,St. Louis,27
936,7,8,9,14,CHI,Chicago,129
937,7,8,10,11,NYR,NY Rangers,111
938,7,8,10,12,TOR,Toronto,78
939,7,8,10,13,CHI,Chicago,130
940,7,8,10,14,CGY,Calgary,92
941,7,8,11,12,NJD,New Jersey,24
942,7,8,11,13,TOR,Toronto,79
943,7,8,11,14,WPG,Winnipeg,60
944,7,8,12,13,SEA,Seattle,72
945,7,8,12,14,NSH,Nashville,34
946,7,8,13,14,VAN,Vancouver,172
947,7,9,10,11,STL,St. Louis,28
948,7,9,10,12,VAN,Vancouver,173
949,7,9,10,13,VAN,Vancouver,174
950,7,9,10,14,CGY,Calgary,93
951,7,9,11,12,CHI,Chicago,131
952,7,9,11,13,VAN,Vancouver,175
953,7,9,11,14,STL,St. Louis,29
954,7,9,12,13,SEA,Seattle,73
955,7,9,12,14,SJS,San Jose,46
956,7,9,13,14,NYI,NY Islanders,19
957,7,10,11,12,VAN,Vancouver,176
958,7,10,11,13,TOR,Toronto,80
959,7,10,11,14,NYR,NY Rangers,112
960,7,10,12,13,TOR,Toronto,81
961,7,10,12,14,TOR,Toronto,82
962,7,10,13,14,NYR,NY Rangers,113
963,7,11,12,13,VAN,Vancouver,177
964,7,11,12,14,VAN,Vancouver,178
965,7,11,13,14,CGY,Calgary,94
966,7,12,13,14,WPG,Winnipeg,61
967,8,9,10,11,SJS,San Jose,47
968,8,9,10,12,CHI,Chicago,132
969,8,9,10,13,VAN,Vancouver,179
970,8,9,10,14,NYI,NY Islanders,20
971,8,9,11,12,WPG,Winnipeg,62
972,8,9,11,13,FLA,Florida,59
973,8,9,11,14,VAN,Vancouver,180
974,8,9,12,13,VAN,Vancouver,181
975,8,9,12,14,SJS,San Jose,48
976,8,9,13,14,SEA,Seattle,74
977,8,10,11,12,VAN,Vancouver,182
978,8,10,11,13,WPG,Winnipeg,63
979,8,10,11,14,CBJ,Columbus,15
980,8,10,12,13,CHI,Chicago,133
981,8,10,12,14,TOR,Toronto,83
982,8,10,13,14,NYR,NY Rangers,114
983,8,11,12,13,NJD,New Jersey,25
984,8,11,12,14,WPG,Winnipeg,64
985,8,11,13,14,FLA,Florida,60
986,8,12,13,14,NYR,NY Rangers,115
987,9,10,11,12,SJS,San Jose,49
988,9,10,11,13,CHI,Chicago,134
989,9,10,11,14,TOR,Toronto,84
990,9,10,12,13,NSH,Nashville,35
991,9,10,12,14,CGY,Calgary,95
992,9,10,13,14,CHI,Chicago,135
993,9,11,12,13,TOR,Toronto,85
994,9,11,12,14,VAN,Vancouver,183
995,9,11,13,14,SEA,Seattle,75
996,9,12,13,14,WPG,Winnipeg,65
997,10,11,12,13,VAN,Vancouver,184
998,10,11,12,14,STL,St. Louis,30
999,10,11,13,14,SJS,San Jose,50
1000,10,12,13,14,VAN,Vancouver,185
1001,11,12,13,14,REDRAW,Pick Again,
